ID	baseMean	baseMean.untrt	baseMean.C15Dx	C15Dx/untrt	log2(C15Dx/untrt)	pval	padj	untrt_1	untrt_2	C15Dx_1	C15Dx_2	untrt_1_norm	untrt_2_norm	C15Dx_1_norm	C15Dx_2_norm
ENSMUSG00000007038	1913.696816	1520.306422	2307.087211	1.517514613	0.601710409	8.07E-17	1.43E-15	1327	1514	2824	2187	1464.19	1576.43	2291.81	2322.37
ENSMUSG00000007039	1646.146228	1435.228937	1857.06352	1.293914492	0.37174228	5.76E-07	4.49E-06	1253	1429	2309	1733	1382.54	1487.92	1873.86	1840.27
ENSMUSG00000007041	23949.57656	20798.95676	27100.19637	1.302959407	0.381792139	1.16E-12	1.56E-11	18859	19966	33360	25546	20808.66	20789.25	27073.17	27127.22
ENSMUSG00000007044	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007050	3427.815873	3390.728917	3464.90283	1.021875507	0.031219446	0.615943974	0.949180608	2964	3372	4327	3219	3270.42	3511.04	3511.56	3418.25
ENSMUSG00000007080	3254.795573	3335.729014	3173.862132	0.951474811	-0.071762632	0.267046481	0.546452572	3104	3118	3895	3001	3424.89	3246.56	3160.97	3186.75
ENSMUSG00000007097	0.786090614	1.041232782	0.530948447	0.509922907	-0.971648947	0.937146429	1	0	2	0	1	0	2.08	0	1.06
ENSMUSG00000007107	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007122	10.67407725	8.454158428	12.89399606	1.525166127	0.608966395	0.43328243	0.765352678	4	12	20	9	4.41	12.49	16.23	9.56
ENSMUSG00000007207	134.8877918	98.79995577	170.9756279	1.730523324	0.791208387	6.13E-05	0.000354141	80	105	212	160	88.27	109.33	172.05	169.9
ENSMUSG00000007209	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007216	239.9631577	267.5795216	212.3467938	0.793583876	-0.333545382	0.024272238	0.078282959	234	266	259	202	258.19	276.97	210.19	214.5
ENSMUSG00000007279	5.094998899	1.103380868	9.08661693	8.235249672	3.041812389	0.018590559	0.061938723	2	0	8	11	2.21	0	6.49	11.68
ENSMUSG00000007338	2685.249492	2741.476947	2629.022037	0.958980173	-0.060427107	0.368164513	0.686509205	2527	2588	3234	2480	2788.24	2694.71	2624.54	2633.5
ENSMUSG00000007379	2474.387183	3168.893342	1779.881024	0.561672745	-0.832198296	2.32E-34	9.47E-33	2778	3143	2213	1661	3065.19	3272.59	1795.95	1763.81
ENSMUSG00000007411	3502.468831	3667.864968	3337.072693	0.909813399	-0.136357413	0.035827422	0.109019451	3338	3508	4186	3086	3683.09	3652.64	3397.13	3277.01
ENSMUSG00000007415	2900.600793	2995.65339	2805.548197	0.936539657	-0.09458801	0.123269982	0.301998376	2648	2948	3355	2720	2921.75	3069.55	2722.74	2888.36
ENSMUSG00000007440	0.931555421	0.520616391	1.342494451	2.578663435	1.366623486	0.836885194	1	0	1	2	1	0	1.04	1.62	1.06
ENSMUSG00000007457	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007458	12470.54808	12263.98282	12677.11334	1.033686489	0.047798692	0.360295883	0.676205605	11186	11703	15841	11770	12342.42	12185.55	12855.7	12498.53
ENSMUSG00000007476	550.3088361	472.4135568	628.2041153	1.3297758	0.411183028	0.000121025	0.000665494	409	474	767	597	451.28	493.54	622.46	633.95
ENSMUSG00000007480	24.43321442	37.21999844	11.64643039	0.312907869	-1.676190156	0.005839971	0.022402546	25	45	13	12	27.58	46.86	10.55	12.74
ENSMUSG00000007564	6918.015204	6772.55184	7063.478568	1.042956737	0.060679315	0.32783705	0.635253068	6077	6569	8532	6783	6705.25	6839.86	6924.11	7202.85
ENSMUSG00000007570	1399.012899	1421.592046	1376.433751	0.968233999	-0.04657234	0.503771045	0.843882492	1233	1424	1661	1323	1360.47	1482.72	1347.98	1404.89
ENSMUSG00000007589	1655.782928	1513.965298	1797.600557	1.187345945	0.247740339	0.000979108	0.004525327	1391	1434	2169	1728	1534.8	1493.13	1760.24	1834.96
ENSMUSG00000007591	25.90975467	28.27629767	23.54321166	0.832612952	-0.264282094	0.520619764	0.859564493	22	31	24	26	24.27	32.28	19.48	27.61
ENSMUSG00000007594	3.086048501	2.14461365	4.027483353	1.877952867	0.909160855	0.584833382	0.921227841	2	2	6	3	2.21	2.08	4.87	3.19
ENSMUSG00000007603	2929.545745	2497.310383	3361.781108	1.346160706	0.428850651	5.91E-11	7.04E-10	2192	2474	4171	3144	2418.61	2576.01	3384.96	3338.6
ENSMUSG00000007610	1049.58845	1247.730612	851.4462868	0.682395926	-0.551319061	5.77E-11	6.88E-10	1083	1249	1045	805	1194.96	1300.5	848.07	854.83
ENSMUSG00000007613	706.0172214	713.2006924	698.8337503	0.979855681	-0.029358819	0.734091179	1	652	679	839	675	719.4	707	680.89	716.78
ENSMUSG00000007617	3828.353071	3738.970381	3917.73576	1.047811392	0.067379052	0.339373732	0.651291666	3532	3439	4722	3770	3897.14	3580.8	3832.12	4003.35
ENSMUSG00000007646	297.308783	302.1185006	292.4990654	0.968160059	-0.046682517	0.711145213	1	290	273	344	288	319.98	284.26	279.17	305.83
ENSMUSG00000007653	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007655	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007656	3732.960828	3755.079425	3710.842232	0.988219372	-0.017096757	0.81871427	1	3397	3613	4640	3443	3748.18	3761.97	3765.57	3656.11
ENSMUSG00000007659	11653.96088	16296.76419	7011.15757	0.430217771	-1.216860974	5.44E-39	2.64E-37	14104	16357	8687	6566	15562.08	17031.44	7049.9	6972.42
ENSMUSG00000007670	6845.895732	6944.999657	6746.791808	0.971460352	-0.041772979	0.446991177	0.783241955	6148	6825	7991	6600	6783.59	7106.41	6485.06	7008.52
ENSMUSG00000007682	9.274626714	11.30583273	7.243420701	0.640679981	-0.642324182	0.456592831	0.795351513	12	9	10	6	13.24	9.37	8.12	6.37
ENSMUSG00000007721	2526.41465	2558.656528	2494.172772	0.974797807	-0.036825089	0.582532782	0.91884243	2340	2435	3060	2359	2581.91	2535.4	2483.33	2505.01
ENSMUSG00000007739	18444.37894	18605.16523	18283.59266	0.982715952	-0.02515362	0.664779632	0.975091463	16734	18004	22783	17024	18463.98	18746.36	18489.45	18077.73
ENSMUSG00000007777	725.3894269	635.4505529	815.3283008	1.283071196	0.359601226	0.000205088	0.001082204	596	589	973	792	657.61	613.29	789.63	841.02
ENSMUSG00000007783	800.1473832	468.0000334	1132.294733	2.419433018	1.274668999	7.25E-41	3.69E-39	401	474	1393	1068	442.46	493.54	1130.48	1134.11
ENSMUSG00000007805	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007812	1814.609832	1863.156792	1766.062872	0.947887413	-0.077212384	0.269978108	0.550499959	1688	1790	2141	1690	1862.51	1863.81	1737.52	1794.61
ENSMUSG00000007815	10110.19495	10509.85287	9710.537022	0.923946047	-0.114119485	0.04081389	0.121419132	9438	10186	11957	9151	10413.71	10606	9703.66	9717.42
ENSMUSG00000007817	464.9386478	625.6754953	304.2018003	0.486197402	-1.040385911	1.42E-19	3.00E-18	583	584	382	281	643.27	608.08	310.01	298.39
ENSMUSG00000007827	2322.936683	2023.053796	2622.819569	1.296465558	0.37458388	0.00029052	0.00148658	1975	1793	3309	2411	2179.18	1866.93	2685.41	2560.23
ENSMUSG00000007833	1873.92645	1782.345607	1965.507293	1.102764405	0.141124606	0.053054379	0.152043854	1567	1763	2414	1857	1729	1835.69	1959.07	1971.94
ENSMUSG00000007836	15941.12312	15810.62513	16071.62111	1.016507632	0.023621047	0.756271507	1	14091	15437	19144	15639	15547.74	16073.51	15536.24	16607.01
ENSMUSG00000007837	858.9977399	487.8843207	1230.111159	2.521317261	1.334177666	1.15E-46	6.93E-45	421	491	1532	1146	464.52	511.25	1243.29	1216.93
ENSMUSG00000007850	18716.84603	19447.63523	17986.05682	0.924845443	-0.112715808	0.049687856	0.143744068	18279	17985	21966	17088	20168.7	18726.57	17826.42	18145.69
ENSMUSG00000007867	11.00735715	11.27475868	10.73995561	0.952566339	-0.070108525	1	1	11	10	16	8	12.14	10.41	12.98	8.5
ENSMUSG00000007872	1.348152042	2.696304084	0	0	#NAME?	0.168913994	0.387806076	3	2	0	0	3.31	2.08	0	0
ENSMUSG00000007877	3.908831812	4.351375386	3.466288237	0.796596002	-0.328079855	0.848633601	1	6	2	2	5	6.62	2.08	1.62	5.31
ENSMUSG00000007880	5569.108972	6123.891286	5014.326658	0.818813794	-0.288392688	7.54E-07	5.80E-06	5525	5908	6010	4851	6096.18	6151.6	4877.39	5151.26
ENSMUSG00000007888	57.01294451	101.0067175	13.01917151	0.128894115	-2.955741695	6.25E-18	1.19E-16	84	105	19	10	92.68	109.33	15.42	10.62
ENSMUSG00000007891	21779.43492	23650.61736	19908.25249	0.841764601	-0.248511254	0.000790208	0.003725164	20425	23784	24603	18693	22536.55	24764.68	19966.47	19850.04
ENSMUSG00000007892	105963.2598	102878.9716	109047.548	1.059959546	0.084009204	0.104588359	0.265220831	90052	102183	136082	101383	99361.65	106396.29	110436.8	107658.29
ENSMUSG00000007907	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007908	18.38766917	14.95014746	21.82519088	1.459864589	0.545834557	0.339683816	0.651525724	12	16	25	22	13.24	16.66	20.29	23.36
ENSMUSG00000007944	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007946	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000007950	1143.136378	937.9969525	1348.275803	1.437398917	0.523460504	4.23E-10	4.66E-09	816	937	1606	1312	900.36	975.64	1303.34	1393.21
ENSMUSG00000007987	171.0821984	177.8709944	164.2934023	0.92366607	-0.114556722	0.516998868	0.856331394	145	188	206	152	159.99	195.75	167.18	161.41
ENSMUSG00000007989	12.29945836	20.07073158	4.528185131	0.225611364	-2.148088357	0.066918895	0.184720329	26	11	2	7	28.69	11.45	1.62	7.43
ENSMUSG00000008028	6.11044048	7.381851603	4.839029357	0.655530566	-0.609265044	0.669748392	0.98031429	3	11	8	3	3.31	11.45	6.49	3.19
ENSMUSG00000008035	2560.450212	3011.854646	2109.045779	0.700248195	-0.514061736	1.30E-14	1.99E-13	2650	2977	2561	2015	2923.96	3099.75	2078.37	2139.72
ENSMUSG00000008036	5275.149461	5524.651582	5025.647339	0.909676794	-0.136574045	0.037347419	0.112982876	4821	5503	6331	4627	5319.4	5729.9	5137.9	4913.4
ENSMUSG00000008090	1149.281732	1736.27513	562.2883342	0.323847485	-1.626613555	5.51E-81	7.03E-79	1542	1701	704	521	1701.41	1771.14	571.33	553.25
ENSMUSG00000008129	7.171858799	5.913224559	8.430493039	1.425701486	0.511671941	0.636796884	0.953976704	6	5	9	9	6.62	5.21	7.3	9.56
ENSMUSG00000008136	10.70613441	14.95014746	6.462121366	0.432244657	-1.210079963	0.118943528	0.293823884	12	16	12	3	13.24	16.66	9.74	3.19
ENSMUSG00000008140	3357.866806	3275.13016	3440.603452	1.050524188	0.07110938	0.466198787	0.804953119	2779	3346	4203	3268	3066.3	3483.96	3410.93	3470.28
ENSMUSG00000008153	186.886871	247.7263083	126.0474338	0.50881731	-0.974780343	6.13E-09	6.04E-08	215	248	151	122	237.23	258.23	122.54	129.55
ENSMUSG00000008167	492.4189047	328.7865904	656.0512191	1.995370974	0.996656993	8.27E-19	1.66E-17	277	338	816	612	305.64	351.94	662.22	649.88
ENSMUSG00000008193	29.12382962	22.09104906	36.15661017	1.636708608	0.710797494	0.094703504	0.244434083	24	17	42	36	26.48	17.7	34.08	38.23
ENSMUSG00000008200	4534.361568	4514.171288	4554.551848	1.008945288	0.012847943	0.863078795	1	4152	4271	5522	4358	4581.24	4447.11	4481.36	4627.75
ENSMUSG00000008206	221.7317175	228.2459835	215.2174515	0.942918899	-0.084794406	0.610854547	0.943478333	208	218	270	199	229.5	226.99	219.12	211.32
ENSMUSG00000008226	1773.791972	1574.651751	1972.932193	1.252932398	0.325308576	7.48E-06	5.02E-05	1434	1505	2448	1845	1582.25	1567.06	1986.66	1959.2
ENSMUSG00000008301	1911.733464	1868.284514	1955.182413	1.046512133	0.065589039	0.422741881	0.751975371	1786	1696	2488	1781	1970.64	1765.93	2019.13	1891.24
ENSMUSG00000008305	1178.392044	1079.992279	1276.791809	1.18222309	0.241502303	0.003264778	0.013344235	929	1090	1579	1198	1025.04	1134.94	1281.43	1272.15
ENSMUSG00000008307	21.87480325	22.73596162	21.01364488	0.924247024	-0.113649601	0.881568835	1	28	14	23	22	30.89	14.58	18.67	23.36
ENSMUSG00000008318	1526.973432	1431.64677	1622.300094	1.133170645	0.180365134	0.017211112	0.057946679	1255	1420	2017	1514	1384.74	1478.55	1636.89	1607.71
ENSMUSG00000008333	4943.94536	4850.268425	5037.622294	1.038627526	0.054678366	0.462878232	0.80156603	4614	4427	6405	4593	5091	4609.54	5197.95	4877.29
ENSMUSG00000008348	15303.98979	15960.75068	14647.2289	0.917703007	-0.12390076	0.056958378	0.161499936	14918	14849	17425	14270	16460.24	15461.27	14141.19	15153.27
ENSMUSG00000008373	6413.414844	6587.802811	6239.026877	0.94705732	-0.078476348	0.203317387	0.446563292	6096	6194	7827	5769	6726.21	6449.4	6351.97	6126.08
ENSMUSG00000008384	1883.08454	2008.618137	1757.550942	0.875005015	-0.19263681	0.007841201	0.028936275	1745	2009	2209	1622	1925.4	2091.84	1792.71	1722.4
ENSMUSG00000008393	2604.986439	2917.281769	2292.69111	0.785899783	-0.347582741	1.74E-07	1.45E-06	2572	2878	2816	2166	2837.9	2996.67	2285.31	2300.07
ENSMUSG00000008398	153.7101396	184.6232182	122.797061	0.665122525	-0.588307965	0.001702956	0.007483066	178	166	160	109	196.4	172.84	129.85	115.75
ENSMUSG00000008429	1939.584126	1975.639998	1903.528255	0.963499553	-0.053644097	0.460531715	0.799352576	1823	1863	2345	1793	2011.46	1939.82	1903.08	1903.98
ENSMUSG00000008435	1000.08329	1058.211971	941.9546101	0.890137927	-0.167899195	0.052323568	0.150364229	915	1063	1183	870	1009.59	1106.83	960.06	923.85
ENSMUSG00000008438	2.800323854	4.258153257	1.342494451	0.315276217	-1.66531175	0.333946035	0.643549903	3	5	2	1	3.31	5.21	1.62	1.06
ENSMUSG00000008450	414.4574279	417.8965636	411.0182922	0.983540732	-0.023943294	0.848895841	1	397	382	500	392	438.04	397.75	405.77	416.26
ENSMUSG00000008461	0.536153412	1.072306825	0	0	#NAME?	0.637402555	0.953976704	1	1	0	0	1.1	1.04	0	0
ENSMUSG00000008475	11412.67826	11264.6341	11560.72242	1.026284771	0.037431101	0.54492201	0.880365057	9937	11107	14041	11043	10964.3	11564.97	11394.92	11726.53
ENSMUSG00000008482	15.82695046	11.70215295	19.95174798	1.704963871	0.769741168	0.206747236	0.45242287	8	14	23	20	8.83	14.58	18.67	21.24
ENSMUSG00000008489	3.753034949	5.913224559	1.59284534	0.269370007	-1.892338873	0.139249723	0.332828301	6	5	0	3	6.62	5.21	0	3.19
ENSMUSG00000008496	77.80882449	92.91780526	62.69984373	0.674788256	-0.56749323	0.072634396	0.197222363	75	99	59	73	82.75	103.08	47.88	77.52
ENSMUSG00000008540	41.30200607	62.65226415	19.95174798	0.318452146	-1.6508515	4.07E-06	2.84E-05	56	61	23	20	61.79	63.52	18.67	21.24
ENSMUSG00000008575	0.520616391	1.041232782	0	0	#NAME?	0.640544067	0.953976704	0	2	0	0	0	2.08	0	0
ENSMUSG00000008590	0.405773002	0	0.811546004	Inf	Inf	0.759948099	1	0	0	2	0	0	0	1.62	0
ENSMUSG00000008601	17.65383422	14.95014746	20.35752098	1.361693658	0.445402175	0.452037696	0.789821182	12	16	24	20	13.24	16.66	19.48	21.24
ENSMUSG00000008604	4658.558574	4437.565769	4879.551378	1.099600915	0.136980012	0.128702661	0.312617335	3781	4517	5916	4669	4171.88	4703.25	4801.11	4958
ENSMUSG00000008658	0.463194697	0.520616391	0.405773002	0.779408811	-0.359547855	1	1	0	1	1	0	0	1.04	0.81	0
ENSMUSG00000008668	40782.14029	39045.55427	42518.7263	1.088951792	0.122940087	0.026188583	0.083530123	34944	37969	50956	41138	38556.54	39534.57	41353.14	43684.31
ENSMUSG00000008682	2682.574715	2863.362825	2501.786605	0.873723226	-0.194751753	0.002390042	0.010084281	2596	2749	2961	2449	2864.38	2862.35	2402.99	2600.59
ENSMUSG00000008683	28929.79172	27594.01125	30265.57219	1.096816694	0.133322435	0.014330713	0.049303347	24990	26521	36712	28946	27573.49	27614.53	29793.48	30737.67
ENSMUSG00000008686	211.6187759	193.7533632	229.4841886	1.184413963	0.244173403	0.107938494	0.271676587	187	174	296	206	206.33	181.17	240.22	218.75
ENSMUSG00000008690	7745.398234	7755.780775	7735.015694	0.997322632	-0.003867806	0.953026158	1	6824	7666	9623	7214	7529.47	7982.09	7809.51	7660.52
ENSMUSG00000008730	12512.99909	14690.22449	10335.7737	0.70358174	-0.507210054	3.17E-20	6.98E-19	13470	13943	12472	9935	14862.54	14517.91	10121.6	10549.95
ENSMUSG00000008734	9.679856226	4.747695605	14.61201685	3.077707179	1.621855976	0.040099658	0.119654063	2	7	19	13	2.21	7.29	15.42	13.8
ENSMUSG00000008763	3317.382884	3004.611871	3630.153898	1.208193955	0.272852073	2.06E-05	0.000129539	2752	2855	4449	3437	3036.5	2972.72	3610.57	3649.74
ENSMUSG00000008789	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000008813	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000008822	1481.53924	1318.603727	1644.474753	1.247133402	0.318615795	3.38E-05	0.000205088	1169	1294	2018	1555	1289.85	1347.36	1637.7	1651.25
ENSMUSG00000008843	7445.155693	8158.098573	6732.212814	0.825218371	-0.277152156	9.47E-06	6.25E-05	7105	8141	8345	6302	7839.52	8476.68	6772.35	6692.07
ENSMUSG00000008845	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000008855	3143.143262	3786.200259	2500.086265	0.66031538	-0.598772844	1.11E-20	2.50E-19	3343	3730	3017	2403	3688.6	3883.8	2448.43	2551.74
ENSMUSG00000008859	1231.847876	1026.275064	1437.420688	1.400619326	0.486064899	4.67E-07	3.68E-06	993	919	1827	1311	1095.66	956.89	1482.69	1392.15
ENSMUSG00000008874	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000008892	5811.328339	5931.474106	5691.182571	0.959488732	-0.059662231	0.350913047	0.665690443	5381	5691	7190	5224	5937.29	5925.66	5835.02	5547.35
ENSMUSG00000008932	0.536153412	1.072306825	0	0	#NAME?	0.637402555	0.953976704	1	1	0	0	1.1	1.04	0	0
ENSMUSG00000008958	1652.099718	1739.950014	1564.249422	0.899019747	-0.15357529	0.045980221	0.134497325	1610	1636	1976	1436	1776.44	1703.46	1603.61	1524.88
ENSMUSG00000008976	4019.478263	4016.682564	4022.273961	1.001392043	0.002006898	0.956135406	1	3757	3734	4960	3785	4145.4	3887.96	4025.27	4019.28
ENSMUSG00000008999	1.056769804	2.113539607	0	0	#NAME?	0.266305208	0.545257881	1	3	0	0	1.1	3.12	0	0
ENSMUSG00000009013	8482.471565	8708.850657	8256.092473	0.948011718	-0.077023203	0.183603664	0.412195781	7857	8402	10266	7704	8669.26	8748.44	8331.33	8180.85
ENSMUSG00000009030	1856.380731	1586.39262	2126.368842	1.340379938	0.422641999	4.99E-09	4.96E-08	1460	1500	2605	2014	1610.94	1561.85	2114.08	2138.66
ENSMUSG00000009035	663.8877408	587.289968	740.4855137	1.260851631	0.334398518	0.000799286	0.00376369	554	541	888	716	611.27	563.31	720.65	760.32
ENSMUSG00000009047	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009070	0.520616391	1.041232782	0	0	#NAME?	0.640544067	0.953976704	0	2	0	0	0	2.08	0	0
ENSMUSG00000009073	4777.134654	4728.547073	4825.722236	1.020550745	0.029347919	0.651586423	0.964522429	4366	4456	5854	4615	4817.36	4639.73	4750.79	4900.65
ENSMUSG00000009075	4.231275104	3.247994518	5.214555691	1.605469363	0.682995135	0.66066174	0.971245204	4	2	5	6	4.41	2.08	4.06	6.37
ENSMUSG00000009076	581.0660601	548.5702684	613.5618518	1.118474491	0.161532353	0.120208195	0.296041604	531	491	744	587	585.9	511.25	603.79	623.33
ENSMUSG00000009079	17452.25618	17303.30889	17601.20346	1.017216046	0.024626125	0.753088669	1	16305	15958	21117	17012	17990.63	16615.99	17137.42	18064.99
ENSMUSG00000009090	7260.768463	6125.088393	8396.448532	1.370828957	0.455048572	4.32E-15	6.85E-14	5463	5976	10273	7963	6027.77	6222.41	8337.01	8455.88
ENSMUSG00000009092	1.530296556	1.592923216	1.467669895	0.92136889	-0.118149209	1	1	1	2	1	2	1.1	2.08	0.81	2.12
ENSMUSG00000009093	1.467708833	1.592923216	1.342494451	0.842786669	-0.246760601	1	1	1	2	2	1	1.1	2.08	1.62	1.06
ENSMUSG00000009097	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009108	63.29795385	28.3695198	98.22638791	3.462391631	1.791768917	1.75E-09	1.82E-08	25	28	123	91	27.58	29.15	99.82	96.63
ENSMUSG00000009112	9086.529605	8854.799525	9318.259686	1.052339995	0.073600892	0.215235214	0.467062213	8181	8339	11197	8993	9026.76	8682.84	9086.88	9549.64
ENSMUSG00000009114	0.463194697	0.520616391	0.405773002	0.779408811	-0.359547855	1	1	0	1	1	0	0	1.04	0.81	0
ENSMUSG00000009115	6.432896762	8.026764166	4.839029357	0.602861783	-0.730100819	0.517932066	0.856722233	7	8	8	3	7.72	8.33	6.49	3.19
ENSMUSG00000009145	425.4542971	523.573544	327.3350502	0.625194023	-0.677624109	1.03E-08	9.87E-08	447	532	422	294	493.21	553.94	342.47	312.2
ENSMUSG00000009185	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009207	2079.818032	2200.59927	1959.036794	0.890228776	-0.16775196	0.018137381	0.060613504	2009	2098	2436	1828	2216.69	2184.51	1976.93	1941.15
ENSMUSG00000009210	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000009214	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009216	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009246	47.25144263	19.5735469	74.92933837	3.828092004	1.936625504	0.002358545	0.009978372	10	27	114	54	11.03	28.11	92.52	57.34
ENSMUSG00000009248	5.184012149	4.747695605	5.620328693	1.183801398	0.243427065	0.954253473	1	2	7	6	6	2.21	7.29	4.87	6.37
ENSMUSG00000009281	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009291	3744.433271	3604.817393	3884.049149	1.077460721	0.107635277	0.089518434	0.233457963	3152	3584	4796	3650	3477.86	3731.78	3892.17	3875.92
ENSMUSG00000009292	246.4998573	219.014974	273.9847406	1.250986339	0.323066036	0.053142814	0.152234309	179	231	318	273	197.51	240.52	258.07	289.9
ENSMUSG00000009293	3030.801423	3096.301999	2965.300848	0.957691094	-0.06236771	0.323300008	0.628886307	2821	2958	3610	2826	3112.64	3079.97	2929.68	3000.92
ENSMUSG00000009350	4755.321869	7391.958525	2118.685213	0.286620279	-1.802787409	2.24E-70	2.19E-68	6408	7408	2607	1998	7070.46	7713.45	2115.7	2121.67
ENSMUSG00000009356	1.738349085	1.072306825	2.404391344	2.2422606	1.16495396	0.718851969	1	1	1	2	3	1.1	1.04	1.62	3.19
ENSMUSG00000009376	75.58133546	112.1958964	38.96677452	0.347310158	-1.525703488	7.80E-09	7.56E-08	109	100	45	39	120.27	104.12	36.52	41.41
ENSMUSG00000009378	3.24705033	1.655071302	4.839029357	2.923758845	1.547824321	0.285130455	0.572520133	3	0	8	3	3.31	0	6.49	3.19
ENSMUSG00000009394	0.265474223	0	0.530948447	Inf	Inf	1	1	0	0	0	1	0	0	0	1.06
ENSMUSG00000009406	611.185899	526.0676145	696.3041835	1.32360207	0.404469453	8.60E-05	0.000485523	477	505	838	671	526.31	525.82	680.08	712.53
ENSMUSG00000009418	245.0845189	293.9363662	196.2326716	0.667602564	-0.5829386	0.000108751	0.000603521	278	270	252	177	306.74	281.13	204.51	187.96
ENSMUSG00000009470	11612.55102	11341.23911	11883.86292	1.047845196	0.067425596	0.22305174	0.479071334	10375	10790	14628	11203	11447.58	11234.9	11871.29	11896.43
ENSMUSG00000009471	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009487	3.877344082	4.258153257	3.496534906	0.821138812	-0.284301968	0.969167486	1	3	5	6	2	3.31	5.21	4.87	2.12
ENSMUSG00000009535	4556.010536	4629.48324	4482.537831	0.968258788	-0.046535405	0.481300233	0.824311603	4244	4395	5618	4149	4682.75	4576.22	4559.27	4405.81
ENSMUSG00000009545	1.394750118	1.041232782	1.748267453	1.679036123	0.747633269	0.894391929	1	0	2	3	1	0	2.08	2.43	1.06
ENSMUSG00000009549	3836.706635	3795.010507	3878.402762	1.021974183	0.031358751	0.60845528	0.941130931	3526	3553	4769	3660	3890.52	3699.5	3870.26	3886.54
ENSMUSG00000009551	0.525782419	0.520616391	0.530948447	1.019845813	0.028351053	1	1	0	1	0	1	0	1.04	0	1.06
ENSMUSG00000009555	3581.817002	3682.924632	3480.709372	0.945093837	-0.081470515	0.169175963	0.388107364	3253	3627	4188	3355	3589.3	3776.55	3398.75	3562.66
ENSMUSG00000009563	1356.949699	1312.208603	1401.690795	1.068192048	0.09517105	0.240436448	0.508112417	1181	1269	1701	1340	1303.09	1321.32	1380.44	1422.94
ENSMUSG00000009566	2147.050805	2238.223736	2055.877874	0.918530995	-0.122599691	0.088680478	0.23173797	1980	2201	2604	1882	2184.69	2291.75	2113.27	1998.49
ENSMUSG00000009569	328.7505188	313.4864814	344.0145563	1.097382429	0.13406638	0.309711083	0.609219642	304	280	416	330	335.43	291.55	337.6	350.43
ENSMUSG00000009575	14949.32637	14210.40665	15688.24609	1.103996984	0.142736231	0.009843063	0.035320125	12940	13583	19140	14920	14277.75	14143.06	15532.99	15843.5
ENSMUSG00000009580	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009585	4747.252206	3965.539376	5528.965035	1.394252966	0.47949234	1.97E-15	3.19E-14	3552	3853	6925	5121	3919.21	4011.87	5619.96	5437.97
ENSMUSG00000009588	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009596	4.674258315	7.475073732	1.873442898	0.25062534	-1.996395805	0.094035763	0.243042682	6	8	2	2	6.62	8.33	1.62	2.12
ENSMUSG00000009614	124.5309994	230.4527452	18.60925353	0.080750843	-3.630378863	4.50E-48	2.81E-46	212	218	21	19	233.92	226.99	17.04	20.18
ENSMUSG00000009621	561.1160111	621.7673036	500.4647186	0.804906781	-0.313106386	0.003274025	0.013376767	541	621	638	455	596.93	646.61	517.77	483.16
ENSMUSG00000009628	14.97745774	12.34706551	17.60784998	1.426075691	0.512050557	0.368576426	0.686907457	12	11	29	11	13.24	11.45	23.53	11.68
ENSMUSG00000009630	3929.512652	3737.968874	4121.05643	1.102485486	0.140759663	0.026824752	0.085115031	3416	3560	4981	3955	3769.15	3706.79	4042.31	4199.8
ENSMUSG00000009633	7.261324674	11.18153655	3.341112793	0.298806231	-1.742717863	0.0500218	0.144508967	8	13	3	4	8.83	13.54	2.43	4.25
